,PrecioActual,metros,habitaciones,ascensor,localizacion,plantaN,zona_id,tipo_inmueble_id
8602,850000,102,3.0,1,1,3.0,3,5
8603,650000,67,2.0,1,1,3.0,3,6
8604,269500,74,2.0,0,1,4.0,13,5
8605,395000,46,1.0,1,0,2.0,6,5
8606,645000,102,2.0,1,1,0.0,15,5
8607,635000,70,2.0,1,1,10.0,15,5
8608,520000,84,2.0,1,1,5.0,5,6
8609,345000,80,3.0,1,1,4.0,16,5
8610,250000,79,3.0,1,1,5.0,16,5
8611,1190000,400,5.0,0,1,0.0,12,2
8612,770000,145,2.0,1,1,6.0,5,5
8613,242000,68,3.0,0,1,4.0,8,5
8614,746000,58,2.0,1,0,4.0,3,5
8615,795000,115,2.0,0,1,3.0,5,5
8616,4300000,451,5.0,1,1,1.0,3,5
8617,294000,82,2.0,1,1,1.0,14,5
8618,1300000,230,3.0,1,1,1.0,5,5
8619,490000,65,2.0,0,1,2.0,5,5
8620,835000,150,3.0,1,1,2.0,15,5
8621,300000,99,3.0,1,0,2.0,16,5
8622,1789000,152,2.0,1,0,2.0,3,5
8623,1300000,120,3.0,1,1,7.0,3,6
8624,1390000,120,3.0,1,0,7.0,15,6
8625,845000,70,2.0,0,0,1.0,3,5
8627,278000,51,1.0,1,1,0.0,17,5
8628,1350000,186,4.0,1,1,0.5,6,5
8630,369000,66,1.0,1,0,-1.0,7,3
8631,1395000,221,4.0,1,1,2.0,5,5
8632,439000,140,3.0,1,1,3.0,4,5
8634,950000,155,3.0,1,1,7.0,17,5
8635,1800000,157,3.0,1,1,5.0,7,5
8636,2350000,239,5.0,0,1,0.0,3,2
8637,2300000,235,3.0,1,1,3.0,7,5
8638,5000000,250,3.0,1,1,2.0,3,5
8639,220000,66,2.0,1,1,0.0,8,5
8640,195000,45,1.0,0,1,0.0,8,5
8641,3600000,358,7.0,1,1,1.0,3,5
8642,959000,142,2.0,0,1,1.0,5,5
8643,1200000,254,4.0,0,1,0.0,12,2
8644,1275000,182,4.0,1,1,6.0,3,5
8645,1200000,125,2.0,1,1,5.0,15,5
8646,990000,155,4.0,1,1,4.0,6,5
8647,2800000,254,2.0,1,1,4.0,3,5
8648,530000,56,1.0,0,1,3.0,5,5
8649,2900000,210,4.0,1,1,5.0,3,5
8650,560000,98,1.0,1,1,3.0,17,6
8651,989000,112,3.0,1,1,2.0,5,5
8652,1700000,175,2.0,1,1,1.0,3,5
8653,1079000,128,3.0,0,1,2.0,5,5
8654,1500000,223,5.0,1,1,7.0,6,6
8655,205000,30,1.0,0,0,1.0,5,5
8656,1329000,114,2.0,1,0,1.0,3,5
8657,185000,68,1.0,0,1,1.0,18,5
8658,407000,66,1.0,1,1,3.0,10,6
8659,1450000,585,5.0,0,1,0.0,9,2
8660,2000000,241,4.0,0,1,1.0,3,5
8661,769000,149,3.0,1,1,1.0,10,5
8662,899999,169,3.0,1,0,0.0,3,5
8663,820000,98,2.0,1,1,4.0,5,5
8664,560000,149,3.0,1,1,0.0,9,5
8665,1860000,250,6.0,1,1,0.0,6,5
8666,355000,136,2.0,1,1,0.5,17,5
8667,347000,72,2.0,1,1,0.0,3,5
8668,242000,55,1.0,1,1,6.0,4,5
8669,2800000,220,3.0,1,1,1.0,5,5
8670,365000,114,3.0,1,1,1.0,21,5
8671,120400,46,2.0,0,0,-1.0,7,5
8672,143000,56,2.0,0,1,0.0,8,5
8673,895000,137,4.0,1,1,5.0,7,5
8674,349000,54,2.0,0,1,2.0,5,5
8675,90000,28,1.0,0,0,0.0,14,5
8676,240000,71,3.0,0,1,2.0,4,5
8677,2950000,430,6.0,0,1,0.0,6,2
8678,135000,55,2.0,0,1,2.0,20,5
8679,199000,36,1.0,0,1,2.0,17,5
8680,320000,53,1.0,1,1,3.0,15,5
8681,1200000,140,3.0,1,1,7.0,3,5
8682,2200000,510,6.0,0,1,0.0,12,1
8683,340000,108,3.0,1,1,1.0,16,5
8684,2500000,227,3.0,1,1,1.0,15,5
8685,1555000,145,2.0,1,1,8.0,3,6
8686,639000,121,3.0,1,1,1.0,1,5
8687,1500000,269,6.0,1,1,4.0,17,5
8689,510000,85,3.0,1,1,1.0,17,5
8690,859000,105,2.0,1,1,1.0,6,5
8691,668000,108,2.0,1,1,1.0,8,5
8692,1050000,155,6.0,1,1,1.0,6,5
8693,1399000,131,2.0,1,1,1.0,3,5
8694,720000,135,2.0,1,1,6.0,9,6
8695,350000,100,2.0,0,1,1.0,17,5
8696,424000,53,2.0,1,1,1.0,5,5
8698,260000,99,3.0,0,1,2.0,14,5
8699,3300000,244,4.0,1,1,3.0,3,5
8700,375000,57,1.0,1,0,5.0,12,5
8701,70000,40,1.0,0,1,1.0,14,5
8702,270000,73,3.0,0,0,4.0,13,5
8703,459000,159,3.0,1,1,3.0,14,6
8704,379000,76,2.0,1,1,0.0,1,5
8705,81100,60,3.0,0,1,1.0,14,5
8706,710000,196,3.0,0,1,0.0,11,2
8708,169000,57,2.0,0,0,0.0,14,5
8709,189890,61,3.0,0,1,0.0,5,5
8710,1200000,97,2.0,1,1,1.0,7,5
8711,1200000,125,2.0,1,1,5.0,3,5
8712,514500,114,4.0,1,1,1.0,20,5
8713,1339000,161,3.0,1,1,7.0,6,6
8714,550000,50,1.0,1,0,6.0,3,5
8715,2150000,220,6.0,0,1,0.0,15,1
8716,530000,60,2.0,1,0,2.0,7,5
8717,1190000,230,3.0,1,1,4.0,7,5
8718,575000,104,2.0,1,1,5.0,10,5
8719,279000,80,2.0,1,1,4.0,11,5
8720,330000,50,1.0,1,0,0.0,12,5
8721,1679000,133,2.0,1,1,4.0,15,5
8722,925000,131,2.0,1,1,0.0,12,5
8723,285000,88,3.0,1,1,0.0,16,5
8724,3000000,200,2.0,1,1,3.0,5,5
8725,1038000,224,4.0,0,1,0.0,2,2
8726,179000,70,2.0,0,1,-1.0,4,5
8727,835000,90,2.0,1,0,5.0,7,5
8728,1410000,277,5.0,1,1,3.0,7,5
8729,254990,120,3.0,0,1,1.0,17,5
8730,3450000,203,4.0,1,1,1.0,3,5
8731,180000,39,1.0,0,1,0.0,17,5
8732,640000,107,2.0,1,1,1.0,15,5
8733,2680000,215,4.0,0,1,5.0,3,5
8735,824990,156,3.0,0,1,3.0,5,5
8736,147900,53,2.0,0,1,2.0,20,5
8737,790000,130,4.0,1,1,2.0,12,5
8738,919000,112,3.0,1,0,3.0,5,5
8739,118000,50,1.0,0,1,0.0,11,5
8740,230000,30,1.0,1,0,0.0,3,5
8741,2100000,185,4.0,1,1,7.0,3,6
8742,340000,34,1.0,1,0,2.0,5,5
8743,1447500,309,4.0,1,1,0.0,10,5
8744,249000,65,1.0,1,1,1.0,19,5
8745,175000,65,1.0,0,1,1.0,21,5
8746,180000,53,2.0,1,1,1.0,20,5
8747,460000,97,3.0,0,1,1.0,4,5
8749,399900,68,2.0,1,1,2.0,5,5
8750,975000,146,4.0,1,1,1.0,7,5
8751,1190000,143,2.0,1,1,6.0,3,6
8752,3650000,468,5.0,0,1,0.0,10,2
8753,800000,102,3.0,1,1,4.0,6,5
8754,585000,80,2.0,1,1,0.0,7,5
8755,820000,157,2.0,1,1,2.0,5,3
8756,1185000,117,3.0,1,1,3.0,5,5
8757,1199000,135,4.0,1,1,2.0,3,5
8758,317400,74,2.0,1,1,2.0,4,5
8759,99500,73,3.0,0,1,1.0,21,5
8760,1350000,145,3.0,1,1,6.0,7,6
8761,245000,50,2.0,0,1,0.0,8,5
8762,345000,104,3.0,1,1,3.0,16,5
8763,650000,450,5.0,0,1,1.0,17,5
8765,575000,77,2.0,0,1,0.0,12,1
8766,3300000,340,7.0,0,1,0.0,6,1
8767,1195000,178,3.0,1,0,2.0,3,5
8768,575000,123,5.0,1,1,2.0,15,5
8769,959000,142,2.0,0,1,1.0,5,5
8770,140000,82,3.0,0,0,2.0,21,5
8771,2700000,230,2.0,1,1,0.0,15,5
8772,1679000,133,2.0,1,1,4.0,15,5
8773,850000,370,5.0,0,1,0.0,12,2
8774,300000,83,3.0,0,1,1.0,4,5
8775,126800,53,1.0,1,1,10.0,9,5
8776,135000,110,3.0,0,1,6.0,21,5
8777,455000,72,2.0,1,1,0.0,3,5
8778,993000,85,2.0,1,1,6.0,8,5
8779,460000,99,2.0,1,1,1.0,8,5
8780,220000,60,2.0,0,1,1.0,18,5
8781,1329000,135,2.0,1,1,1.0,3,5
8782,280000,104,3.0,1,1,1.0,16,5
8783,1190000,140,2.0,1,1,0.0,7,5
8784,475000,50,1.0,1,1,7.0,6,5
8785,152500,75,3.0,0,1,1.0,21,5
8786,356000,40,1.0,0,0,4.0,7,5
8787,1740000,400,5.0,0,1,0.0,12,2
8788,1030000,67,2.0,1,1,5.0,5,6
8790,205000,68,2.0,0,1,0.0,21,5
8791,959000,112,2.0,0,1,1.0,5,5
8792,479900,77,1.0,0,0,2.0,5,5
8793,2590000,360,6.0,1,1,10.0,6,6
8794,949000,108,3.0,1,1,1.0,1,5
8795,935000,119,3.0,1,1,5.0,3,5
8796,1790000,220,3.0,1,1,7.0,15,6
8797,340000,80,1.0,0,1,1.0,5,5
8798,520000,88,3.0,0,1,2.0,5,5
8799,1150000,110,3.0,1,1,7.0,6,5
8800,1449000,201,3.0,1,1,1.0,17,5
8801,699000,91,3.0,1,0,5.0,3,5
8802,720000,139,2.0,1,1,2.0,12,5
8803,1149000,119,2.0,1,0,3.0,15,5
8805,1290000,346,5.0,0,1,0.0,10,2
8806,359900,75,3.0,0,1,1.0,8,5
8807,220000,50,1.0,1,1,0.0,1,5
8808,325000,100,4.0,0,1,0.0,4,5
8809,325000,105,3.0,0,1,0.5,2,5
8810,1335000,157,3.0,1,1,2.0,12,5
8811,219000,42,1.0,0,0,1.0,5,5
8812,685000,115,3.0,1,1,0.0,6,5
8813,1600000,258,4.0,1,1,2.0,6,5
8814,138000,62,4.0,0,1,1.0,21,5
8815,2200000,151,3.0,1,1,1.0,3,5
8816,899000,90,2.0,1,1,5.0,9,6
8817,260000,82,3.0,1,1,9.0,14,5
8818,941000,102,3.0,1,1,6.0,16,6
8819,595000,70,2.0,1,1,3.0,5,5
8820,635000,88,3.0,1,1,4.0,7,5
8821,290000,69,2.0,1,1,4.0,8,5
8822,190000,97,3.0,1,1,2.0,14,5
8823,1890000,170,3.0,1,1,4.0,3,5
8824,600000,125,4.0,0,1,0.0,14,2
8825,216000,50,1.0,1,1,5.0,20,3
8826,400000,48,1.0,1,1,4.0,3,5
8827,850000,149,3.0,1,1,2.0,3,5
8828,490000,65,2.0,0,1,0.0,9,1
8829,389000,100,2.0,1,1,5.0,17,6
8830,360000,110,3.0,0,1,1.0,8,5
8831,600000,180,3.0,1,1,6.0,4,6
8832,127000,63,3.0,0,1,2.0,11,5
8833,3090000,385,4.0,1,1,4.0,7,5
8834,380000,92,3.0,1,1,-1.0,3,5
8835,325000,131,2.0,0,0,0.0,13,5
8836,105000,58,2.0,0,1,4.0,21,5
8837,570000,120,4.0,1,1,1.0,15,5
8838,1300000,232,4.0,1,1,2.0,12,6
8840,976000,144,2.0,1,1,9.0,7,5
8841,990000,160,4.0,1,1,1.0,12,5
8842,225000,65,2.0,0,1,1.0,18,5
8843,1550000,160,3.0,1,1,5.0,15,5
8844,250000,73,2.0,0,1,4.0,4,5
8845,519000,55,2.0,1,1,3.0,8,6
8846,719000,59,2.0,1,0,3.0,3,5
8847,959000,142,2.0,0,1,1.0,5,5
8848,550000,165,5.0,0,1,0.0,8,2
8849,2550000,280,5.0,1,1,7.0,7,6
8850,430000,141,2.0,0,1,0.0,17,5
8851,399000,88,3.0,1,1,4.0,16,5
8852,780000,101,2.0,1,1,1.0,5,5
8853,265000,75,3.0,0,1,3.0,16,5
8854,1200000,229,5.0,0,1,0.0,8,2
8855,5500000,350,4.0,1,1,3.0,3,5
8856,2239000,229,3.0,1,1,3.0,3,5
8857,2100000,205,4.0,1,0,7.0,7,6
8858,1900000,185,4.0,1,1,3.0,3,5
8859,285000,79,2.0,1,1,2.0,4,5
8860,675000,149,4.0,1,1,4.0,1,5
8861,241000,71,1.0,0,1,1.0,17,5
8862,299630,62,1.0,1,1,4.0,4,6
8863,790000,120,4.0,1,1,3.0,5,5
8865,1225000,246,3.0,1,1,5.0,9,3
8866,420000,59,1.0,1,1,2.0,8,5
8867,1750000,280,5.0,1,1,0.0,8,3
8868,1399000,131,2.0,1,1,1.0,3,5
8869,660000,105,4.0,1,1,0.0,7,5
8870,975000,158,4.0,1,1,1.0,7,5
8871,399000,86,2.0,1,1,0.0,17,3
8872,580000,143,1.0,0,1,1.0,9,5
8873,4150000,539,6.0,1,1,1.0,6,5
8874,1990000,240,4.0,1,1,7.0,15,5
8875,750000,119,2.0,1,1,3.0,17,5
8876,117000,57,3.0,0,1,2.0,21,5
8877,1749000,225,4.0,1,1,6.0,3,5
8879,850000,134,3.0,1,1,5.0,17,5
8880,420000,142,3.0,1,1,3.0,16,5
8881,1480000,150,3.0,1,1,1.0,3,5
8882,680000,85,1.0,1,1,0.0,8,5
8883,795000,123,5.0,0,1,2.0,5,5
8884,2690000,233,3.0,1,1,0.5,3,5
8885,620000,96,2.0,1,1,1.0,10,5
8886,3800000,548,7.0,1,1,1.0,5,5
8887,690000,155,3.0,1,1,1.0,9,5
8888,720000,126,5.0,0,1,3.0,5,5
8889,799000,138,3.0,1,1,3.0,10,5
8890,340000,136,1.0,0,0,-1.0,4,5
8891,299000,53,1.0,0,0,0.0,5,5
8892,2750000,350,5.0,1,1,1.0,6,5
8893,449000,67,1.0,1,1,2.0,6,5
8894,3500000,254,3.0,1,1,6.0,15,5
8895,855000,97,3.0,1,1,1.0,7,5
8896,260000,85,2.0,0,1,2.0,8,5
8897,920000,179,4.0,1,1,9.0,8,5
8898,5400000,320,4.0,1,1,5.0,3,5
8899,1079000,116,3.0,1,1,2.0,5,5
8900,4550000,380,5.0,1,1,3.0,7,5
8901,787000,109,2.0,0,1,0.0,6,5
8902,3400000,344,6.0,1,1,5.0,7,6
8903,2960000,240,4.0,1,1,5.0,7,5
8905,550000,118,3.0,1,1,9.0,14,6
8907,269000,41,1.0,1,1,0.0,2,5
8908,285000,81,2.0,1,1,0.0,14,5
8909,2900000,310,5.0,1,1,4.0,7,5
8910,1070000,137,4.0,1,1,5.0,6,5
8911,265000,133,3.0,1,1,0.0,14,3
8912,72250,61,2.0,1,1,5.0,21,5
8913,830000,159,2.0,1,1,5.0,10,6
8914,845000,207,4.0,1,1,6.0,16,6
8915,1700000,175,3.0,1,1,2.0,6,5
8916,226000,75,1.0,1,1,0.0,18,5
8917,180000,52,3.0,0,1,0.0,20,5
8918,250000,30,1.0,1,0,2.0,5,5
8919,287000,93,3.0,1,1,0.0,16,5
8920,680000,158,4.0,1,1,11.0,9,5
8921,740000,60,2.0,1,0,3.0,3,5
8922,244500,54,2.0,0,1,3.0,20,3
8923,628000,107,1.0,0,1,0.0,17,5
8924,230000,150,3.0,1,1,0.0,11,3
8925,3015600,251,2.0,1,1,2.0,3,5
8926,229000,69,2.0,0,1,1.0,4,5
8927,950000,142,5.0,1,1,1.0,5,5
8928,295000,62,2.0,0,1,4.0,8,5
8929,176000,66,2.0,0,1,1.0,21,5
8930,750000,126,3.0,0,1,1.0,7,5
8931,410000,80,3.0,1,1,4.0,1,5
8932,2550000,305,5.0,1,1,3.0,3,5
8933,3700000,311,3.0,1,1,11.0,5,3
8934,2200000,177,3.0,1,1,3.0,5,5
8935,357900,51,1.0,0,1,1.0,3,5
8936,1999000,189,3.0,1,1,1.0,3,5
8937,1050000,100,2.0,1,0,3.0,7,5
8938,350000,58,2.0,1,1,0.0,8,5
8939,1390000,141,3.0,1,1,3.0,3,5
8940,810000,340,6.0,0,1,0.0,16,1
8941,979000,97,2.0,1,0,2.0,3,5
8942,3150000,240,3.0,1,1,6.0,3,5
8943,325000,100,4.0,0,1,0.0,4,5
8944,470000,62,1.0,0,1,1.0,9,5
8945,165000,29,1.0,0,0,0.0,1,5
8946,452600,102,3.0,1,1,1.0,19,5
8947,215000,65,2.0,0,1,0.0,21,5
8948,485000,86,3.0,1,1,1.0,17,5
8949,260000,114,2.0,0,0,-1.0,5,5
8950,299900,38,1.0,1,0,3.0,3,5
8951,448800,150,4.0,1,1,7.0,7,5
8952,250000,58,2.0,1,1,2.0,9,5
8953,3650000,362,3.0,1,1,10.0,5,5
8954,1310000,145,3.0,1,1,6.0,7,6
8955,940000,225,6.0,0,1,0.0,8,2
8956,320000,97,2.0,1,1,3.0,18,5
8957,1299000,193,4.0,1,1,4.0,5,5
8958,1700000,150,3.0,1,1,2.0,3,5
8959,3380000,346,5.0,1,1,2.0,5,5
8960,739000,96,2.0,1,1,5.0,3,5
8961,140000,50,1.0,1,1,0.0,21,5
8962,1290000,200,2.0,1,1,1.0,17,5
8963,3200000,352,4.0,1,1,4.0,3,5
8964,199000,65,3.0,0,1,3.0,4,5
8965,735900,107,2.0,1,1,4.0,15,5
8966,235000,30,1.0,1,0,0.0,17,5
8967,1809000,144,3.0,1,1,1.0,3,5
8968,215000,39,1.0,1,0,5.0,1,5
8969,920000,153,3.0,1,1,7.0,15,6
8970,333000,43,1.0,1,1,0.0,6,5
8971,540000,75,2.0,1,1,2.0,6,5
8972,1995000,324,4.0,0,1,0.0,10,2
8973,152500,61,1.0,0,1,1.0,14,5
8974,1353450,130,2.0,1,1,2.0,3,5
8975,2000000,216,3.0,1,1,0.0,3,5
8976,1870000,146,4.0,1,1,6.0,5,6
8977,380000,61,1.0,1,1,5.0,5,5
8978,600000,116,3.0,1,0,4.0,15,5
8979,260000,47,2.0,0,1,1.0,17,5
8980,430000,95,3.0,1,1,6.0,10,5
8981,239381,109,3.0,1,1,2.0,19,5
8982,900000,116,2.0,1,1,5.0,3,6
8983,2400000,190,3.0,1,1,6.0,3,5
8984,240000,54,1.0,1,0,5.0,8,5
8985,219600,63,1.0,1,1,0.0,4,5
8986,390000,71,1.0,0,1,4.0,17,5
8987,400000,100,3.0,1,1,1.0,17,3
8988,194400,116,3.0,0,1,3.0,18,5
8989,2220000,261,4.0,1,1,1.0,5,5
8991,1079000,130,3.0,1,1,2.0,5,5
8992,135000,47,2.0,0,1,4.0,14,5
8994,279900,60,2.0,1,1,5.0,8,5
8995,2100000,265,5.0,1,1,2.0,7,5
8996,1300000,200,5.0,1,1,1.0,7,5
8997,788000,101,3.0,1,0,7.0,15,5
8998,1750000,498,9.0,0,1,0.0,16,2
8999,151000,79,4.0,0,1,1.0,4,5
9000,1199000,104,2.0,1,1,3.0,3,5
9001,260000,61,2.0,0,1,0.0,3,1
9002,1995000,195,4.0,1,1,2.0,5,5
9003,350000,101,2.0,1,0,3.0,4,5
9005,196000,95,3.0,0,0,0.0,14,5
9006,393000,76,1.0,1,1,4.0,17,6
9007,2550000,328,5.0,1,1,4.0,6,5
9008,345500,122,3.0,1,1,4.0,21,5
9009,615000,83,2.0,1,0,5.0,7,5
9010,245000,92,3.0,1,1,0.0,18,5
9011,340000,90,3.0,1,1,2.0,13,5
9012,366000,147,1.0,1,1,0.0,6,5
9013,375000,80,1.0,1,1,2.0,2,5
9014,3675000,355,3.0,1,1,1.0,15,5
9015,260000,72,2.0,1,1,1.0,4,5
9016,550000,95,3.0,1,1,2.0,5,5
9017,2460000,139,2.0,1,1,5.0,5,6
9018,420000,100,2.0,0,1,0.0,10,5
9019,424900,53,2.0,1,1,6.0,5,5
9020,385000,44,1.0,1,1,1.0,5,5
9021,165000,60,3.0,0,1,2.0,21,5
9022,690000,104,3.0,1,1,1.0,3,5
9023,180000,47,2.0,0,0,2.0,4,5
9024,150000,90,3.0,0,1,1.0,18,5
9025,277000,105,4.0,1,1,2.0,21,5
9026,2100000,150,2.0,1,1,5.0,3,5
9027,995000,250,2.0,0,1,6.0,12,6
9028,999000,125,3.0,1,1,1.0,3,5
9029,269000,115,4.0,1,1,4.0,18,5
9030,1750000,217,3.0,1,1,5.0,15,5
9031,1490000,137,3.0,1,1,3.0,3,5
9032,2200000,148,3.0,1,1,5.0,3,5
9033,349900,150,2.0,1,1,0.0,4,5
9034,548125,68,1.0,1,1,0.0,12,5
9035,1150000,150,4.0,1,1,9.0,6,5
9036,3900000,266,4.0,1,1,3.0,7,5
9037,1490000,120,3.0,1,0,1.0,3,5
9038,985000,116,1.0,1,1,2.0,6,5
9039,762000,263,3.0,0,1,0.0,12,2
9040,750000,80,2.0,1,1,6.0,15,6
9041,516042,265,3.0,1,1,0.0,11,5
9042,899000,138,4.0,1,1,7.0,6,5
9043,2440000,567,8.0,0,1,0.0,9,1
9044,365000,113,4.0,0,1,1.0,4,5
9046,819000,85,2.0,1,1,4.0,1,5
9047,1000000,100,3.0,1,1,5.0,7,5
9048,1490000,178,2.0,1,1,4.0,5,6
9049,460000,110,1.0,1,1,2.0,11,3
9050,449000,51,2.0,1,1,3.0,14,6
9051,480000,90,2.0,1,1,3.0,15,5
9052,290000,47,2.0,0,0,3.0,5,5
9054,2900000,204,2.0,1,1,1.0,3,5
9055,550000,69,1.0,1,1,0.0,10,5
9056,1850000,205,4.0,1,1,4.0,3,5
9057,365000,60,1.0,0,1,0.0,3,5
9058,684000,60,1.0,1,1,6.0,3,5
9059,450000,78,2.0,1,1,4.0,17,5
9060,539000,140,3.0,1,1,5.0,20,6
9061,230000,50,2.0,1,0,3.0,5,5
9062,1390000,220,4.0,1,1,5.0,3,5
9063,1690000,300,3.0,1,1,2.0,5,5
9064,515000,76,3.0,1,1,1.0,5,5
9065,1900000,188,3.0,1,1,2.0,3,5
9066,339000,83,3.0,1,1,6.0,11,5
9067,499900,110,3.0,1,1,1.0,5,5
9068,1459000,97,2.0,1,1,1.0,3,5
9070,340000,77,2.0,0,1,5.0,5,3
9071,290000,70,3.0,0,1,1.0,17,5
9072,800000,130,3.0,1,1,4.0,5,5
9073,720000,91,3.0,1,1,3.0,6,5
9074,84000,27,1.0,0,1,2.0,9,5
9075,179000,35,1.0,0,0,0.0,3,5
9076,1195000,125,2.0,1,1,1.0,3,5
9077,2000000,200,4.0,1,1,4.0,3,5
9080,298000,58,1.0,0,0,3.0,5,5
9081,290000,53,1.0,1,1,1.0,5,5
9082,580000,128,3.0,1,1,7.0,6,5
9083,190000,52,1.0,0,1,3.0,2,6
9084,175000,54,3.0,0,1,0.0,16,5
9085,160000,46,1.0,0,0,-1.0,11,5
9086,819000,91,2.0,1,1,5.0,5,5
9087,377000,95,3.0,0,1,1.0,10,5
9088,435000,120,3.0,1,1,3.0,4,5
9089,460000,91,3.0,0,1,1.0,5,5
9090,239000,50,1.0,1,1,1.0,17,3
9091,280000,58,2.0,0,0,2.0,17,5
9092,241000,78,1.0,0,1,0.0,21,5
9093,1956130,284,4.0,1,1,9.0,7,3
9094,1725000,138,3.0,1,1,5.0,3,5
9095,342000,87,2.0,1,1,-1.0,8,5
9096,490000,80,1.0,1,1,0.0,12,5
9097,500000,130,3.0,1,1,3.0,20,3
9098,489000,130,4.0,1,1,4.0,20,5
9099,1150000,92,2.0,1,1,5.0,5,6
9100,180000,64,1.0,0,1,0.0,8,5
9101,295000,52,2.0,0,0,0.0,17,5
9102,475000,95,2.0,1,1,1.0,17,5
9103,1329000,114,2.0,1,1,1.0,3,5
9104,245000,47,1.0,1,1,3.0,21,6
9105,399000,54,1.0,1,1,3.0,5,5
9106,439000,59,1.0,1,1,2.0,5,5
9107,189000,39,1.0,0,1,0.0,17,5
9109,2280000,313,2.0,1,1,6.0,8,6
9110,462000,86,2.0,1,1,5.0,19,6
9111,2400000,261,5.0,1,1,4.0,3,5
9112,630000,65,1.0,1,1,4.0,5,5
9113,375000,77,3.0,1,1,1.0,4,5
9114,150000,40,1.0,0,1,0.0,18,5
9115,285000,89,3.0,0,1,0.0,16,1
9116,1450000,190,5.0,0,1,0.0,6,2
9117,400000,53,1.0,0,1,1.0,8,5
9118,180000,60,2.0,1,1,2.0,16,5
9119,1075000,141,2.0,1,1,22.0,17,5
9121,2100000,300,3.0,1,1,4.0,6,5
9122,236441,110,3.0,1,1,3.0,19,5
9123,750000,127,3.0,1,1,8.0,9,5
9124,740000,117,2.0,1,1,8.0,6,6
9125,1500000,143,2.0,1,1,1.0,3,5
9126,190000,60,2.0,0,1,2.0,11,5
9127,510000,58,1.0,1,1,5.0,12,5
9128,73000,77,2.0,0,1,1.0,21,5
9129,514468,125,4.0,0,1,0.0,19,2
9130,919000,90,3.0,0,1,1.0,5,5
9131,273200,69,3.0,0,1,1.0,5,5
9132,523000,110,3.0,1,1,6.0,19,6
9133,665000,118,3.0,1,1,5.0,12,5
9134,525000,69,2.0,1,0,4.0,5,5
9136,209000,65,2.0,0,1,0.0,21,5
9137,2000000,160,3.0,1,1,3.0,3,5
9138,315000,50,1.0,1,0,1.0,7,5
9140,980000,120,3.0,1,1,1.0,15,5
9141,1175000,115,2.0,1,1,2.0,3,5
9142,990000,120,3.0,1,0,4.0,6,5
9143,1250000,125,2.0,1,0,2.0,5,5
9144,79900,26,2.0,0,1,1.0,5,5
9146,420000,60,1.0,1,1,0.0,7,5
9147,350000,143,4.0,1,1,5.0,14,3
9148,138600,109,3.0,1,1,10.0,18,5
9149,245000,40,2.0,1,0,0.5,7,5
9150,675000,126,3.0,1,1,1.0,1,5
9151,300000,39,1.0,1,1,5.0,5,5
9152,762000,232,3.0,0,1,0.0,12,2
9153,146000,41,1.0,1,1,0.0,11,5
9154,375000,108,3.0,1,1,4.0,21,5
9155,4550000,250,3.0,1,1,4.0,3,5
9157,245500,64,1.0,0,1,0.0,17,5
9158,1200000,103,2.0,1,0,5.0,3,5
9159,340000,104,3.0,1,1,1.0,20,5
9160,117000,56,3.0,1,1,2.0,21,5
9161,252000,60,1.0,1,1,6.0,4,5
9162,685000,80,2.0,1,1,2.0,3,5
9163,178000,54,3.0,1,1,2.0,14,5
9164,620000,112,3.0,1,1,1.0,10,5
9165,1690000,124,3.0,1,1,2.0,3,5
9166,1680000,414,5.0,0,1,0.0,9,1
9167,2380000,260,3.0,1,1,4.0,12,5
9168,4800000,400,3.0,1,1,6.0,3,5
9169,1129000,97,2.0,1,0,6.0,3,5
9170,1120000,257,2.0,0,1,0.5,5,3
9171,550000,54,1.0,1,1,1.0,3,5
9172,725000,113,3.0,0,0,5.0,5,5
9173,1360000,462,5.0,0,1,0.0,12,2
9174,643000,265,5.0,1,1,6.0,4,3
9175,425000,117,2.0,1,1,0.0,7,3
9176,569000,118,4.0,0,1,4.0,5,5
9177,119400,78,3.0,0,1,2.0,11,5
9178,130000,65,3.0,1,1,2.0,20,5
9179,165000,50,2.0,0,1,1.0,4,5
9180,1023740,135,2.0,1,1,9.0,7,5
9181,1300000,171,8.0,1,1,1.0,7,5
9182,2550000,300,4.0,1,1,4.0,3,5
9183,220000,132,3.0,0,1,1.0,14,5
9184,660000,191,3.0,1,1,1.0,5,5
9185,875000,104,3.0,1,0,5.0,3,5
9186,316990,55,1.0,1,1,0.0,1,3
9187,4340000,300,4.0,1,1,3.0,3,5
9188,1550000,156,3.0,0,1,0.0,6,2
9189,130000,35,1.0,0,1,0.0,21,5
9190,291000,37,1.0,0,0,1.0,5,5
9191,6000000,377,4.0,1,1,4.0,3,5
9193,250000,103,3.0,1,1,1.0,14,5
9194,1920000,165,3.0,1,1,5.0,3,5
9195,299000,60,3.0,1,1,1.0,9,5
9196,1364900,130,2.0,1,0,6.0,3,5
9197,2630000,308,5.0,1,1,4.0,3,5
9198,349900,70,2.0,1,1,3.0,4,5
9199,155000,66,2.0,0,1,3.0,21,5
9200,289900,100,4.0,0,1,0.0,4,5
9201,263999,77,3.0,0,1,1.0,8,5
9202,610000,66,2.0,1,1,1.0,12,5
9203,850000,96,2.0,1,1,4.0,3,5
9204,225000,107,2.0,1,1,1.0,14,5
9205,2500000,238,3.0,1,1,2.0,7,5
