,PrecioActual,metros,habitaciones,ascensor,localizacion,plantaN,zona_id,tipo_inmueble_id
2951,799000,79,2.0,1,1,4.0,5,5
2952,1395000,146,3.0,1,1,5.0,7,5
2953,120000,26,1.0,0,0,6.0,1,5
2954,1329000,127,2.0,1,0,4.0,3,5
2955,920000,79,1.0,1,1,8.0,5,5
2956,1990000,516,5.0,0,1,0.0,12,2
2957,450000,105,3.0,1,1,4.0,8,5
2959,1250000,322,5.0,1,1,1.0,8,5
2960,1550000,288,4.0,0,1,0.0,10,2
2961,460000,120,4.0,1,1,3.0,16,5
2962,1500000,151,3.0,1,1,2.0,3,5
2963,5000000,320,3.0,1,1,4.0,3,5
2964,349000,90,2.0,1,1,0.0,9,5
2965,450000,50,2.0,0,0,2.0,3,5
2966,750000,114,3.0,1,1,2.0,5,5
2967,116000,70,2.0,1,1,0.0,16,5
2968,630000,48,1.0,1,1,3.0,3,5
2969,264000,64,2.0,0,1,0.0,9,5
2970,2630000,306,5.0,1,1,4.0,3,5
2971,330000,62,1.0,0,1,0.0,9,2
2972,455000,70,1.0,1,1,7.0,16,6
2973,1039000,108,3.0,1,1,3.0,5,5
2974,168900,36,1.0,1,0,0.0,1,5
2975,270000,48,1.0,0,0,-1.0,7,5
2976,420000,100,2.0,0,1,3.0,11,6
2977,140000,40,2.0,1,0,0.0,14,5
2978,1050000,98,2.0,1,1,5.0,7,6
2979,849000,83,2.0,1,1,6.0,3,5
2980,530000,153,4.0,1,1,4.0,4,6
2981,850000,190,4.0,1,1,9.0,8,5
2982,1985000,245,3.0,1,1,7.0,3,6
2984,1700000,200,7.0,1,1,1.0,5,5
2985,437000,65,1.0,1,1,6.0,6,5
2986,489000,75,2.0,0,0,1.0,5,5
2987,350000,80,3.0,1,1,5.0,16,5
2988,1580000,185,3.0,1,1,1.0,3,5
2989,212000,97,5.0,1,1,4.0,9,5
2990,280000,131,5.0,0,1,0.0,18,5
2991,405000,89,1.0,0,1,-1.0,15,5
2992,839800,114,2.0,1,1,3.0,10,5
2993,2990000,231,3.0,1,1,3.0,3,5
2994,110000,70,3.0,1,1,5.0,21,5
2996,159000,49,2.0,0,1,3.0,8,5
2997,293000,84,3.0,0,1,1.0,5,5
2998,81100,65,3.0,0,1,3.0,21,5
2999,1100000,112,4.0,0,0,0.0,3,5
3000,490000,89,3.0,1,1,2.0,15,5
3001,1095000,86,2.0,1,1,6.0,3,5
3002,345000,103,4.0,0,1,2.0,4,5
3003,680000,105,2.0,1,1,1.0,7,5
3004,3650000,468,5.0,0,1,0.0,10,2
3005,478000,66,1.0,1,1,4.0,17,5
3006,2619000,219,4.0,1,1,4.0,3,5
3007,2750000,548,5.0,0,1,0.0,12,2
3008,180000,50,2.0,0,1,3.0,18,5
3009,575000,170,3.0,1,1,8.0,20,6
3010,350000,90,2.0,0,1,3.0,17,6
3011,895000,145,3.0,1,1,3.0,5,5
3012,440000,60,1.0,0,1,0.0,3,5
3013,2460000,315,3.0,1,1,6.0,3,5
3014,330000,56,2.0,0,1,0.0,5,5
3015,242000,87,4.0,1,1,1.0,20,5
3016,1150000,130,3.0,1,1,2.0,5,5
3017,315000,64,2.0,0,1,2.0,8,5
3018,310000,35,1.0,0,0,4.0,7,5
3019,989000,112,3.0,0,1,2.0,5,5
3020,2800000,190,3.0,1,1,3.0,7,5
3021,457000,60,3.0,0,0,5.0,7,5
3022,1450000,190,4.0,1,1,4.0,12,5
3023,399000,45,2.0,1,1,2.0,5,5
3024,250000,63,3.0,0,0,1.0,16,5
3025,199733,46,2.0,1,0,0.0,17,5
3026,575000,99,3.0,1,1,3.0,15,5
3028,1200000,170,5.0,1,1,5.0,5,5
3029,165000,66,2.0,0,1,0.0,4,5
3030,390000,50,1.0,1,0,2.0,5,5
3031,515000,75,2.0,1,1,3.0,8,5
3032,1129000,115,3.0,1,1,1.0,3,5
3033,529000,95,2.0,0,1,4.0,5,5
3037,1650000,183,3.0,1,1,3.0,7,5
3038,167500,66,2.0,0,1,2.0,20,5
3039,930000,160,3.0,1,1,3.0,3,5
3040,350000,41,1.0,1,0,3.0,5,5
3041,2850000,214,3.0,1,1,6.0,3,5
3042,179000,64,3.0,0,0,2.0,20,5
3043,1175000,155,4.0,1,1,1.0,6,5
3044,424500,50,2.0,1,0,6.0,5,5
3045,3225000,267,3.0,1,1,2.0,6,5
3046,118000,59,4.0,0,1,3.0,20,5
3047,2200000,415,5.0,0,1,0.0,10,2
3048,886000,243,8.0,1,1,1.0,8,5
3049,1200000,124,2.0,1,0,2.0,15,5
3050,2990000,250,3.0,1,1,3.0,5,5
3051,725000,104,3.0,0,1,0.0,12,2
3052,245000,81,3.0,1,1,1.0,14,5
3053,1190000,141,4.0,1,1,2.0,7,5
3054,990000,109,3.0,1,1,5.0,6,5
3055,285000,70,1.0,1,1,2.0,17,5
3056,2995000,254,3.0,1,1,3.0,3,5
3057,2700000,230,4.0,1,1,7.0,3,5
3059,1199000,120,3.0,1,1,6.0,7,6
3060,225000,56,2.0,0,0,3.0,14,5
3061,145000,45,1.0,0,1,0.0,14,5
3062,2000000,180,4.0,1,1,2.0,7,5
3063,141600,64,2.0,1,1,5.0,16,5
3064,280000,59,1.0,1,1,0.0,3,5
3065,740000,140,2.0,1,1,7.0,9,6
3067,260000,50,1.0,0,0,1.0,17,5
3068,860000,160,3.0,1,1,2.0,10,5
3069,165000,53,2.0,1,1,0.0,18,5
3070,795000,135,3.0,1,1,2.0,5,5
3071,1350000,280,5.0,1,1,3.0,9,5
3072,650000,81,2.0,1,0,5.0,5,5
3073,320000,88,3.0,1,1,4.0,4,5
3074,238250,109,3.0,1,1,1.0,19,5
3075,1690000,185,3.0,1,1,2.0,7,5
3076,265000,85,1.0,1,1,5.0,21,5
3077,1595000,153,5.0,1,1,1.0,3,5
3078,235000,30,1.0,1,1,0.0,17,5
3079,399000,99,4.0,0,1,2.0,21,5
3080,648000,125,3.0,0,1,0.0,5,5
3081,185000,53,2.0,0,0,3.0,11,5
3082,595000,93,3.0,1,1,3.0,15,5
3083,3200000,260,4.0,1,1,2.0,3,5
3084,595000,84,4.0,0,1,2.0,5,5
3085,185000,55,2.0,1,1,-1.0,5,5
3086,2800000,494,6.0,1,1,2.0,12,5
3087,585000,71,2.0,1,1,6.0,15,5
3088,415000,97,3.0,1,0,3.0,17,5
3089,5800000,500,4.0,1,1,6.0,7,5
3090,474000,110,3.0,1,1,0.0,19,5
3091,590000,150,2.0,1,1,0.0,1,5
3092,1250000,97,2.0,1,0,4.0,15,5
3094,2260000,238,3.0,1,1,0.5,7,5
3095,1700000,329,5.0,1,1,7.0,7,5
3096,1650000,121,2.0,1,1,2.0,7,5
3097,1275000,140,3.0,1,0,4.0,15,5
3098,505000,86,3.0,1,1,3.0,6,5
3099,1140000,90,2.0,1,0,3.0,3,5
3101,925000,143,3.0,1,1,1.0,12,5
3102,2180000,170,3.0,1,1,3.0,3,5
3103,789000,101,2.0,0,1,4.0,5,5
3104,181000,66,2.0,0,1,1.0,14,5
3105,500000,52,2.0,0,1,4.0,5,5
3106,630000,118,4.0,1,1,1.0,1,5
3107,390000,74,2.0,1,1,2.0,1,5
3109,105765,49,2.0,0,1,4.0,8,5
3111,660000,119,4.0,1,1,4.0,20,3
3112,210000,49,1.0,0,0,-1.0,5,5
3114,595000,114,4.0,1,1,6.0,15,5
3116,950000,280,3.0,0,1,0.0,16,2
3117,260000,61,2.0,0,1,1.0,6,5
3118,220000,64,1.0,1,1,1.0,4,5
3119,1690000,185,3.0,1,1,2.0,7,5
3120,3300000,244,4.0,1,1,3.0,3,5
3121,225500,96,3.0,0,1,0.0,14,2
3122,650000,126,3.0,0,1,4.0,5,5
3123,729000,90,2.0,1,0,6.0,15,5
3124,1300000,305,5.0,0,1,0.0,9,2
3125,299000,55,2.0,1,0,-1.0,7,5
3126,178000,53,1.0,0,1,1.0,1,5
3127,140000,19,1.0,1,0,0.0,5,5
3128,126900,86,1.0,0,1,1.0,21,5
3129,930000,130,3.0,1,1,0.5,6,5
3130,750000,85,2.0,1,1,2.0,7,5
3131,130000,63,2.0,0,1,0.0,14,5
3132,399000,171,3.0,1,1,0.0,4,5
3133,1690000,185,4.0,1,1,2.0,7,5
3134,2100000,600,4.0,1,1,8.0,9,3
3135,3875000,305,3.0,1,1,4.0,3,5
3136,270000,112,3.0,1,1,6.0,18,5
3137,595000,70,2.0,1,1,3.0,7,5
3138,610000,132,3.0,1,1,4.0,9,5
3139,450000,90,2.0,1,1,5.0,10,5
3140,236711,109,3.0,1,1,4.0,19,5
3141,990000,110,2.0,1,1,4.0,9,6
3142,2350000,157,3.0,1,1,5.0,3,5
3143,320000,68,2.0,1,1,2.0,9,5
3144,513000,100,2.0,1,1,1.0,15,3
3145,837000,230,5.0,0,1,0.0,2,2
3146,840000,167,3.0,1,0,5.0,1,5
3147,750000,140,5.0,1,1,7.0,7,5
3148,147556,75,3.0,0,0,1.0,18,5
3149,745000,123,3.0,1,0,3.0,15,5
3150,1710000,229,4.0,1,1,9.0,17,5
3151,141000,46,1.0,1,1,0.0,18,5
3152,855000,75,2.0,1,1,1.0,8,5
3153,320000,60,2.0,0,1,-1.0,3,5
3154,186000,95,3.0,0,1,2.0,14,5
3155,190000,53,2.0,0,1,0.0,8,5
3156,129000,57,2.0,0,1,0.0,21,5
3157,308000,66,2.0,1,1,0.0,17,5
3158,1130000,133,3.0,1,1,6.0,3,5
3159,1649000,162,3.0,1,1,1.0,3,5
3160,2350000,165,3.0,1,1,3.0,3,5
3161,4350000,305,3.0,1,1,3.0,3,5
3162,338000,108,2.0,1,1,0.0,18,5
3163,202500,145,2.0,1,1,8.0,21,5
3164,335000,140,6.0,0,1,0.0,11,5
3165,1400000,100,2.0,1,1,2.0,3,5
3166,330000,71,2.0,1,1,2.0,10,5
3167,268000,72,3.0,1,1,2.0,11,5
3168,1049000,71,2.0,1,1,10.0,5,5
3169,890000,176,2.0,1,1,4.0,5,5
3170,5300000,302,3.0,1,1,3.0,3,5
3171,580000,100,2.0,1,1,8.0,8,5
3172,560000,100,3.0,1,1,0.0,9,5
3173,349000,88,3.0,0,0,3.0,17,5
3174,289000,48,1.0,1,1,0.0,1,5
3175,178000,57,1.0,1,1,1.0,10,5
3176,6000000,533,6.0,1,1,2.0,15,5
3177,86300,112,3.0,1,1,1.0,21,5
3179,625000,86,1.0,0,1,3.0,5,5
3180,225000,85,3.0,1,1,0.0,16,5
3181,820000,90,3.0,0,1,2.0,7,5
3182,279000,60,1.0,0,1,0.0,1,5
3183,1480000,170,5.0,1,1,7.0,17,5
3184,725000,97,3.0,0,1,5.0,5,5
3185,1250000,143,3.0,1,1,1.0,5,5
3186,1290000,114,3.0,1,1,1.0,3,5
3187,410000,90,3.0,1,1,3.0,16,5
3188,1079000,128,3.0,1,1,2.0,5,5
3189,625000,73,3.0,1,1,5.0,15,5
3190,1299000,86,3.0,1,0,2.0,3,5
3191,985000,147,3.0,1,1,2.0,9,5
3192,245000,60,2.0,1,1,0.0,9,5
3193,210000,63,3.0,0,1,0.0,19,5
3194,2400000,460,4.0,1,0,2.0,5,6
3195,260000,73,2.0,0,1,0.0,8,5
3196,500000,125,4.0,0,1,0.0,14,3
3197,280000,100,3.0,0,1,0.0,14,2
3198,1459000,84,2.0,1,1,5.0,3,5
3199,179500,67,2.0,1,1,2.0,4,5
3200,1119000,139,3.0,0,1,1.0,5,5
3201,925000,173,5.0,1,1,4.0,6,5
3202,1700000,150,3.0,1,1,2.0,3,5
3203,141100,82,1.0,0,1,2.0,18,5
3204,445000,84,2.0,1,1,3.0,14,3
3205,135000,111,3.0,0,1,6.0,21,5
3207,118000,51,2.0,0,1,4.0,4,5
3208,278000,88,3.0,1,1,1.0,20,5
3209,3600000,309,6.0,1,1,3.0,3,5
3211,560000,248,4.0,0,1,0.0,19,2
3212,576000,68,1.0,1,1,2.0,5,5
3213,1220000,140,3.0,1,1,4.0,15,5
3214,990000,142,3.0,1,0,1.0,3,5
3215,169000,48,2.0,1,1,3.0,16,5
3216,899999,169,3.0,1,0,0.5,3,5
3217,630000,143,2.0,1,1,0.0,4,5
3218,1589000,136,3.0,1,1,2.0,5,5
3219,129900,12,1.0,1,1,4.0,5,5
3220,145000,51,1.0,0,1,2.0,14,5
3221,290000,78,3.0,1,1,1.0,16,5
3222,815000,140,2.0,1,0,6.0,6,6
3223,829000,76,2.0,0,0,1.0,3,5
3224,430000,79,3.0,1,1,3.0,1,5
3225,2259000,197,3.0,1,1,3.0,3,5
3226,560000,94,2.0,1,1,0.0,6,5
3227,4950000,379,4.0,1,1,2.0,3,5
3228,1650000,180,2.0,1,1,1.0,6,5
3229,1190000,140,2.0,1,1,0.5,7,5
3230,2090000,179,3.0,1,1,4.0,3,5
3231,170000,160,4.0,1,1,3.0,13,3
3232,365000,83,2.0,1,1,0.0,6,5
3233,204000,70,1.0,0,1,4.0,18,5
3234,625000,97,3.0,1,1,1.0,6,5
3235,284500,74,3.0,0,0,1.0,17,5
3236,124000,35,1.0,0,0,-1.0,11,5
3237,330000,49,1.0,1,1,0.0,6,5
3238,1350000,140,3.0,1,1,3.0,3,5
3239,699900,110,2.0,1,1,2.0,7,5
3240,1519000,211,4.0,1,1,1.0,5,5
3241,4500000,489,7.0,1,1,1.0,5,3
3242,1890000,315,6.0,1,1,1.0,6,5
3243,165000,49,1.0,1,1,1.0,20,5
3244,2990000,202,3.0,1,1,4.0,3,5
3245,998000,185,2.0,1,1,3.0,3,6
3246,110000,43,2.0,0,1,1.0,21,5
3247,829000,76,2.0,0,1,1.0,3,5
3248,1195000,138,2.0,1,1,5.0,5,3
3249,379900,66,2.0,0,1,0.0,10,2
3250,725000,124,3.0,1,1,17.0,10,5
3251,274171,45,1.0,1,1,2.0,11,5
3252,630000,115,2.0,0,1,0.0,1,3
3253,157000,38,2.0,0,0,1.0,5,5
3254,550000,65,1.0,1,1,7.0,3,5
3255,1300000,105,2.0,1,1,9.0,7,6
3256,410000,89,2.0,0,1,0.0,8,5
3257,385000,65,2.0,1,1,1.0,16,5
3258,450000,72,1.0,0,1,1.0,5,5
3259,1499000,223,5.0,1,1,7.0,15,3
3260,3100000,280,4.0,1,1,2.0,3,5
3261,3250000,350,5.0,1,1,13.0,6,5
3262,335000,70,1.0,1,1,1.0,17,5
3263,1399000,131,2.0,1,1,1.0,3,5
3264,650000,119,2.0,0,1,2.0,5,5
3265,1790000,171,5.0,1,1,3.0,7,5
3267,190000,40,1.0,1,1,0.0,5,5
3268,2265000,358,5.0,1,1,3.0,12,5
3269,207500,75,3.0,0,1,2.0,21,5
3270,980000,135,3.0,1,0,1.0,5,3
3271,1820000,187,3.0,1,1,3.0,5,5
3272,499900,91,2.0,1,0,1.0,5,3
3273,4900000,325,3.0,1,1,8.0,3,6
3274,895000,231,3.0,1,1,3.0,10,5
3275,790000,73,2.0,1,1,2.0,7,5
3276,290000,70,3.0,0,1,1.0,17,5
3277,3600000,335,4.0,1,1,1.0,7,5
3278,1809522,98,2.0,1,1,7.0,7,6
3279,395000,70,3.0,1,1,3.0,9,5
3280,1800000,400,5.0,0,1,0.0,10,2
3281,725000,104,4.0,0,1,0.0,12,2
3282,310000,101,3.0,1,1,1.0,18,5
3283,1150000,150,4.0,1,0,5.0,5,6
3284,260000,72,2.0,1,1,1.0,14,5
3285,304000,90,2.0,1,0,1.0,19,5
3286,575000,77,3.0,1,0,4.0,6,5
3287,2100000,214,7.0,1,1,4.0,3,5
3288,244000,75,1.0,1,1,1.0,4,5
3289,1849000,298,3.0,1,1,3.0,6,5
3290,560000,52,1.0,1,0,5.0,15,5
3291,115000,52,2.0,0,1,2.0,4,5
3292,295000,78,3.0,0,1,3.0,8,5
3293,240000,45,1.0,1,0,3.0,5,5
3294,4910000,381,4.0,1,1,4.0,3,5
3295,420000,59,1.0,1,1,1.0,5,5
3296,515000,61,2.0,0,1,1.0,1,5
3297,390000,58,1.0,1,1,4.0,8,5
3298,353000,74,2.0,1,1,3.0,4,6
3299,645000,147,4.0,1,0,3.0,1,5
3300,240000,65,2.0,0,0,2.0,1,5
3301,1290000,209,2.0,1,1,6.0,9,3
3302,460000,91,2.0,0,1,3.0,5,5
3303,919000,112,3.0,1,0,3.0,5,5
3304,1750000,231,3.0,1,1,2.0,5,5
3305,690000,91,3.0,1,1,5.0,11,5
3306,217000,73,3.0,0,1,1.0,4,5
3307,300000,43,2.0,0,0,0.0,5,3
3308,766000,115,3.0,0,1,1.0,5,5
3309,75000,29,1.0,0,0,0.0,14,5
3310,299000,50,1.0,1,1,2.0,5,5
3311,145000,68,2.0,0,1,3.0,14,5
3312,1770000,220,2.0,1,1,1.0,3,5
3313,795000,144,2.0,0,1,3.0,5,5
3314,1109000,140,4.0,1,1,2.0,7,5
3315,1750000,160,3.0,1,1,3.0,3,5
3316,320000,79,2.0,1,1,2.0,8,5
3317,498000,203,4.0,0,1,3.0,8,3
3318,725000,97,3.0,0,1,5.0,5,5
3319,1770000,220,2.0,1,1,1.0,3,5
3320,690000,60,1.0,1,0,1.0,3,5
3321,178500,64,1.0,1,1,1.0,4,5
3322,262000,76,1.0,0,1,1.0,21,5
3323,1300000,211,5.0,0,1,0.0,8,1
3324,130000,83,3.0,1,1,11.0,21,5
3325,484900,109,3.0,1,1,1.0,20,5
3326,219860,96,3.0,0,1,0.0,14,2
3327,1080000,362,6.0,1,1,0.5,7,5
3328,849000,83,2.0,1,1,6.0,3,5
3329,2300000,500,6.0,0,1,0.0,10,2
3330,953900,97,2.0,1,1,1.0,5,5
3331,690000,75,2.0,1,0,4.0,5,5
3332,1790000,200,7.0,1,1,1.0,5,5
3333,303000,88,2.0,1,1,1.0,14,5
3334,1999000,314,4.0,1,1,4.0,6,5
3336,750000,105,2.0,1,1,6.0,4,6
3337,196000,65,2.0,1,1,2.0,4,5
3338,1380000,211,6.0,1,1,1.0,5,5
3339,3850000,300,3.0,1,1,4.0,3,5
3340,2500000,238,3.0,1,1,3.0,7,5
3341,2290000,258,4.0,1,1,9.0,6,5
3342,669000,200,3.0,1,1,4.0,8,3
3343,2230000,147,4.0,1,1,2.0,3,5
3344,1225000,246,3.0,1,1,5.0,9,6
3345,480000,100,1.0,1,1,1.0,17,5
3346,241420,101,3.0,1,1,2.0,19,5
3347,2150000,190,4.0,1,1,2.0,3,5
3348,800000,91,2.0,1,1,5.0,6,5
3349,390000,91,1.0,1,1,2.0,8,5
3350,234359,106,3.0,1,1,6.0,19,5
3351,890000,102,3.0,1,0,5.0,9,5
3352,480000,75,2.0,1,1,4.0,6,5
3353,1300000,62,1.0,1,1,1.0,3,5
3354,1679000,133,2.0,1,1,4.0,15,5
3355,1650000,246,5.0,1,1,1.0,5,5
3357,2500000,266,6.0,0,1,0.0,6,2
3358,395000,56,2.0,1,0,0.0,3,5
3359,1095000,160,3.0,1,1,7.0,17,5
3360,1789000,110,2.0,1,0,2.0,3,5
3361,1825000,360,6.0,1,1,1.0,5,5
3362,380000,135,3.0,1,1,5.0,4,6
3363,825000,100,3.0,1,1,2.0,3,5
3364,235000,40,1.0,0,0,4.0,5,5
3365,255000,74,2.0,0,1,1.0,4,5
3366,300000,132,2.0,0,1,0.0,4,5
3367,919000,112,3.0,1,0,3.0,5,5
3368,1050000,100,2.0,1,1,3.0,5,5
3369,1950000,314,5.0,1,1,2.0,6,5
3370,1309000,78,2.0,1,1,6.0,3,5
3371,970000,100,3.0,1,1,4.0,5,5
3372,870000,112,3.0,1,1,4.0,12,5
3373,200000,85,3.0,1,1,5.0,21,5
3374,1318000,230,3.0,1,1,3.0,12,5
3375,1120000,135,4.0,1,1,1.0,12,5
3376,885000,180,5.0,0,1,0.0,16,2
3377,360000,49,3.0,0,1,0.0,12,1
3378,475000,130,3.0,1,1,0.0,17,5
3379,2800000,320,3.0,1,1,4.0,3,6
3380,719900,180,5.0,0,1,0.0,8,2
3381,1900000,288,4.0,1,1,10.0,6,5
3382,2590000,200,3.0,1,1,7.0,3,6
3383,465000,90,3.0,0,1,2.0,17,3
3384,365000,70,3.0,0,0,1.0,17,5
3385,210000,49,1.0,1,1,7.0,20,5
3386,520000,100,2.0,1,1,5.0,10,5
3387,270000,64,2.0,1,1,7.0,4,5
3388,1039000,103,3.0,1,1,3.0,5,5
3389,525000,68,2.0,1,1,2.0,8,5
3390,219000,42,1.0,0,1,3.0,17,6
3391,412000,106,3.0,1,1,1.0,19,5
3392,795000,127,5.0,1,0,4.0,17,5
3393,125000,30,1.0,0,0,0.0,17,5
3394,1480000,200,4.0,1,1,1.0,6,5
3395,405000,55,1.0,1,1,5.0,5,5
3396,94200,70,3.0,0,1,1.0,18,5
3397,355000,70,2.0,1,0,0.0,7,5
3398,265000,75,3.0,1,1,1.0,4,5
3399,1100000,133,3.0,1,1,2.0,5,5
3400,75000,28,1.0,0,1,0.0,14,5
3401,159900,59,2.0,0,0,-1.0,18,5
3402,1200000,200,3.0,1,1,4.0,15,5
3403,1789000,152,2.0,1,0,2.0,3,5
3404,830000,108,2.0,1,1,3.0,5,5
3405,399000,77,3.0,0,0,1.0,5,5
3406,459000,74,1.0,1,1,4.0,5,3
3408,299000,61,1.0,0,1,0.0,6,5
3409,1395000,218,4.0,1,1,3.0,8,3
3410,159000,49,1.0,0,0,0.0,8,5
3411,226550,26,1.0,1,1,0.5,12,5
3412,245000,53,1.0,1,1,0.0,4,5
3414,138000,60,2.0,0,1,3.0,14,5
3415,341000,120,3.0,1,1,1.0,18,5
3416,1420000,452,5.0,0,1,0.0,10,2
3417,2500000,425,5.0,1,0,0.0,10,5
3418,1489950,130,3.0,1,1,3.0,3,5
3419,1490000,207,5.0,1,1,6.0,6,5
3420,3500000,251,3.0,1,1,6.0,15,5
3421,206000,70,2.0,1,1,-1.0,8,5
3422,425000,95,3.0,1,1,7.0,13,5
3423,255995,87,1.0,1,1,1.0,4,5
3424,750000,109,2.0,1,1,2.0,7,5
3425,3950000,465,5.0,0,1,0.0,6,1
3426,1390000,231,3.0,1,1,6.0,17,5
3428,599999,78,2.0,1,1,2.0,5,5
3429,2700000,280,5.0,1,1,1.0,3,5
3430,380000,58,1.0,0,1,5.0,5,6
3431,650000,60,1.0,1,1,1.0,3,5
3432,498000,56,1.0,1,1,2.0,17,5
3433,450000,50,2.0,0,0,3.0,5,5
3434,640000,101,3.0,0,1,1.0,5,5
3435,610000,60,1.0,1,1,1.0,1,5
3436,2810000,238,3.0,1,1,1.0,5,5
3437,450000,63,2.0,1,0,0.5,7,5
3438,1100000,146,6.0,0,1,0.0,10,2
3439,800000,160,5.0,0,1,0.0,10,1
3440,1100000,129,3.0,1,1,3.0,15,5
3441,312000,87,3.0,1,1,0.0,8,5
3442,1590000,175,3.0,1,1,2.0,3,5
3443,540000,105,3.0,1,0,2.0,15,5
3444,1740000,244,4.0,1,1,4.0,3,5
3445,1200000,247,4.0,1,1,12.0,6,5
3446,1500000,282,5.0,1,1,3.0,7,5
3447,269999,89,3.0,1,1,5.0,20,5
3448,2359000,207,3.0,1,1,6.0,3,5
3449,284500,71,1.0,1,1,0.0,8,5
3451,295000,88,3.0,1,1,6.0,11,5
3453,240000,40,1.0,1,0,0.0,5,5
3454,3350000,240,4.0,1,1,5.0,7,5
3455,380000,60,3.0,0,1,1.0,17,5
3457,259000,50,1.0,0,0,0.0,5,5
3458,3900000,300,5.0,1,1,7.0,3,5
3459,470000,51,1.0,1,1,3.0,3,5
3460,820000,147,6.0,1,1,2.0,7,5
3461,180500,74,1.0,1,1,2.0,21,5
3462,62000,41,2.0,0,1,0.0,21,5
3463,449000,72,1.0,1,1,2.0,6,5
3464,450000,51,1.0,1,1,2.0,7,5
3465,229000,73,2.0,1,1,5.0,21,5
3466,388000,58,1.0,1,1,0.0,7,3
3467,395000,42,1.0,1,0,1.0,3,5
3468,1079000,128,3.0,1,1,2.0,5,5
3469,725000,137,4.0,1,1,3.0,8,5
3470,680000,117,3.0,1,1,4.0,17,5
3472,379000,76,2.0,1,1,9.0,19,6
3473,919000,112,3.0,1,1,1.0,5,5
3474,3350000,230,3.0,1,1,4.0,3,5
3475,919000,112,3.0,1,0,3.0,5,5
3476,630000,85,2.0,1,0,0.0,5,3
3477,275000,50,1.0,1,0,2.0,5,5
3478,3800000,442,4.0,1,1,10.0,6,3
3479,1149000,111,2.0,1,0,3.0,15,5
3480,5325000,599,6.0,1,1,4.0,7,5
3481,185000,65,3.0,0,1,0.0,21,5
3482,870000,92,2.0,1,1,2.0,3,5
3483,215000,94,3.0,0,1,2.0,14,5
3485,725000,107,4.0,1,1,2.0,1,5
3486,167500,53,2.0,0,1,0.0,11,5
3487,995000,128,2.0,1,1,2.0,6,5
3489,1190000,289,6.0,1,1,3.0,16,3
3490,1789000,152,2.0,1,0,2.0,3,5
3491,1975000,140,3.0,1,1,2.0,3,5
3492,255000,73,2.0,1,1,0.0,4,5
3493,269000,77,3.0,1,1,3.0,11,5
3494,155000,60,2.0,0,1,4.0,16,5
3495,1770000,156,2.0,1,1,3.0,3,5
3497,564000,125,2.0,1,1,1.0,17,3
3498,1250000,240,5.0,1,1,12.0,6,5
3499,1290000,148,3.0,1,1,5.0,3,5
3500,186000,35,2.0,0,1,-1.0,1,5
3501,2469000,271,4.0,1,1,1.0,3,5
3502,585000,92,3.0,1,1,4.0,6,5
3503,1190000,117,2.0,1,1,3.0,3,5
3504,298000,48,2.0,1,1,-1.0,12,5
3505,173000,77,3.0,0,1,3.0,18,5
3506,525000,130,4.0,1,1,6.0,19,6
3508,1220000,178,3.0,0,1,0.0,10,2
3509,378000,47,1.0,1,1,5.0,8,5
3510,369000,81,3.0,1,1,0.0,15,5
3511,2250000,157,2.0,1,1,5.0,5,6
3512,250000,53,1.0,1,1,3.0,16,5
3513,1649000,162,3.0,1,1,1.0,3,5
3514,630000,141,3.0,1,1,1.0,1,5
3515,340000,80,1.0,0,1,1.0,5,5
3516,189000,47,1.0,1,1,1.0,14,5
3517,1479000,136,3.0,1,1,2.0,3,5
3518,406000,99,3.0,1,1,1.0,19,5
3519,174000,47,3.0,0,1,2.0,21,5
3520,1150000,137,2.0,1,1,3.0,5,5
3521,550000,121,3.0,1,1,5.0,4,5
3522,2239000,229,3.0,1,1,1.0,3,5
3523,1839000,147,3.0,1,1,3.0,3,5
3524,378505,153,2.0,1,1,0.0,11,5
3525,169000,65,2.0,0,1,3.0,14,5
3526,295000,52,2.0,0,1,0.0,17,5
3527,1590000,202,4.0,1,1,1.0,6,5
3528,470000,60,1.0,1,1,6.0,12,5
3529,180000,79,2.0,1,1,2.0,18,5
3530,2900000,204,3.0,1,1,1.0,3,5
3531,419000,44,1.0,1,1,3.0,8,6
3532,649000,237,4.0,1,1,1.0,15,5
3533,300000,111,2.0,0,1,3.0,4,6
3534,790000,146,4.0,1,1,2.0,15,5
3535,790000,157,4.0,1,1,9.0,15,5
3536,1709000,164,3.0,1,1,5.0,3,5
3537,1190000,160,3.0,1,1,6.0,5,5
3538,679000,66,2.0,1,0,1.0,3,5
3539,300000,80,2.0,0,1,0.0,8,3
3540,375000,126,4.0,1,1,1.0,20,5
3541,1595000,150,6.0,0,1,0.0,6,2
3542,700000,75,2.0,1,1,4.0,7,5
3543,889000,117,3.0,0,1,2.0,5,5
3544,965000,134,3.0,1,1,2.0,3,5
3545,1200000,98,2.0,1,1,6.0,3,6
3546,1750000,168,2.0,1,1,4.0,5,6
3547,219000,80,3.0,0,1,3.0,8,5
3548,355063,45,1.0,1,1,1.0,5,5
3550,4100000,565,6.0,1,1,1.0,5,5
3551,1400000,358,4.0,1,1,0.0,10,5
3552,680000,110,3.0,1,1,6.0,9,5
3553,3000000,250,3.0,1,1,6.0,12,5
3554,1150000,98,2.0,1,0,5.0,5,6
3555,330000,314,2.0,0,1,0.0,4,5
